DateKey,ProKey,AreaKey,SlotsAvailable,SlotsBooked,IsOnline,HoursLoggedMins,AcceptedJobs,RejectedJobs
20250101,227,16,0,0,0,0,0,0
20250101,236,9,0,0,0,0,0,0
20250101,237,16,0,0,0,0,0,0
20250101,239,20,0,0,0,0,0,0
20250101,240,5,0,0,0,0,0,0
20250101,241,10,5,0,1,86,0,0
20250101,243,3,0,0,0,0,0,0
20250101,246,12,4,1,1,365,1,1
20250101,248,9,3,1,1,298,1,0
20250101,251,7,3,2,1,323,2,0
20250101,252,7,4,0,1,231,0,0
20250101,257,2,0,0,0,0,0,0
20250101,259,5,0,0,0,0,0,0
20250101,267,7,2,0,1,70,0,0
20250101,269,9,0,0,0,0,0,0
20250101,271,14,0,0,0,0,0,0
20250101,272,11,5,0,1,138,0,1
20250101,273,1,1,0,1,106,0,1
20250101,274,2,0,0,0,0,0,0
20250101,275,8,0,0,0,0,0,0
20250101,277,2,0,0,0,0,0,0
20250101,279,6,5,1,1,371,1,0
20250101,280,10,0,0,0,0,0,0
20250101,281,12,0,0,0,0,0,0
20250101,283,6,0,0,0,0,0,0
20250101,286,1,0,0,0,0,0,0
20250101,292,7,3,0,1,118,0,0
20250101,299,3,0,0,0,0,0,0
20250101,302,2,0,0,0,0,0,0
20250101,308,7,0,0,0,0,0,0
20250101,309,4,0,0,0,0,0,0
20250101,311,9,6,2,1,474,2,0
20250101,312,10,0,0,0,0,0,0
20250101,314,17,0,0,0,0,0,0
20250101,315,1,0,0,0,0,0,0
20250101,317,3,4,1,1,879,1,0
20250101,323,14,0,0,0,0,0,0
20250101,325,7,0,0,0,0,0,0
20250101,326,1,0,0,0,0,0,0
20250101,330,7,0,0,0,0,0,0
20250101,339,3,0,0,0,0,0,0
20250101,340,3,0,0,0,0,0,0
20250101,341,5,0,0,0,0,0,0
20250101,344,17,0,0,0,0,0,0
20250101,348,7,0,0,0,0,0,0
20250101,349,17,1,0,1,130,0,0
20250101,350,13,3,0,1,190,0,0
20250101,353,1,0,0,0,0,0,0
20250101,354,7,0,0,0,0,0,0
20250101,356,16,0,0,0,0,0,0
20250101,362,6,0,0,0,0,0,0
20250101,365,7,4,0,1,193,0,2
20250101,367,14,0,0,0,0,0,0
20250101,368,5,0,0,0,0,0,0
20250101,369,4,0,0,0,0,0,0
20250101,370,13,4,0,1,208,0,1
20250101,371,13,0,0,0,0,0,0
20250101,372,1,0,0,0,0,0,0
20250101,375,1,0,0,0,0,0,0
20250101,377,9,3,0,1,146,0,1
20250101,378,3,0,0,0,0,0,0
20250101,379,1,0,0,0,0,0,0
20250101,380,15,3,0,1,201,0,0
20250101,381,14,0,0,0,0,0,0
20250101,383,13,0,0,0,0,0,0
20250101,388,5,0,0,0,0,0,0
20250101,392,6,0,0,0,0,0,0
20250101,393,1,2,0,1,117,0,1
20250101,395,3,0,0,0,0,0,0
20250101,399,9,0,0,0,0,0,0
20250101,405,1,0,0,0,0,0,0
20250101,407,2,0,0,0,0,0,0
20250101,408,9,0,0,0,0,0,0
20250101,414,15,0,0,0,0,0,0
20250101,419,9,3,0,1,129,0,0
20250101,422,3,0,0,0,0,0,0
20250101,423,2,4,0,1,167,0,1
20250101,427,11,0,0,0,0,0,0
20250101,428,14,0,0,0,0,0,0
20250101,429,13,0,0,0,0,0,0
20250101,432,3,3,0,1,133,0,0
20250101,434,3,0,0,0,0,0,0
20250101,435,3,0,0,0,0,0,0
20250101,440,10,0,0,0,0,0,0
20250101,441,3,4,0,1,82,0,0
20250101,442,14,4,0,1,66,0,1
20250101,445,11,0,0,0,0,0,0
20250101,447,3,6,2,1,528,2,0
20250101,450,15,0,0,0,0,0,0
20250101,453,10,0,0,0,0,0,0
20250101,455,1,0,0,0,0,0,0
20250101,456,19,3,0,1,72,0,0
20250101,459,19,0,0,0,0,0,0
20250101,461,10,0,0,0,0,0,0
20250101,463,11,0,0,0,0,0,0
20250101,464,5,0,0,0,0,0,0
20250101,468,13,0,0,0,0,0,0
20250101,472,3,0,0,0,0,0,0
20250101,473,13,4,0,1,126,0,1
20250101,474,4,0,0,0,0,0,0
20250101,479,1,0,0,0,0,0,0
20250101,480,3,7,0,1,207,0,0
20250101,481,2,0,0,0,0,0,0
20250101,483,7,0,0,0,0,0,0
20250101,484,5,0,0,0,0,0,0
20250101,485,6,0,0,0,0,0,0
20250101,487,4,0,0,0,0,0,0
20250101,489,5,0,0,0,0,0,0
20250101,490,6,3,0,1,220,0,0
20250101,491,6,0,0,0,0,0,0
20250101,495,2,0,0,0,0,0,0
20250101,496,2,0,0,0,0,0,0
20250101,499,11,0,0,0,0,0,0
20250101,501,1,0,0,0,0,0,0
20250101,502,2,1,0,1,70,0,1
20250101,507,1,0,0,0,0,0,0
20250101,508,6,0,0,0,0,0,0
20250101,509,5,0,0,0,0,0,0
20250101,511,1,0,0,0,0,0,0
20250101,512,16,5,0,1,231,0,2
20250101,513,5,1,0,1,109,0,0
20250101,515,11,0,0,0,0,0,0
20250101,516,15,0,0,0,0,0,0
20250101,520,16,0,0,0,0,0,0
20250101,522,16,2,0,1,207,0,0
20250101,525,8,0,0,0,0,0,0
20250101,527,2,0,0,0,0,0,0
20250101,528,15,0,0,0,0,0,0
20250101,534,17,0,0,0,0,0,0
20250101,535,2,5,1,1,222,1,0
20250101,536,9,0,0,0,0,0,0
20250101,537,11,4,0,1,233,0,0
20250101,538,1,1,0,1,162,0,0
20250101,544,11,3,1,1,304,1,0
20250101,550,4,3,0,1,217,0,1
20250101,551,15,0,0,0,0,0,0
20250101,552,5,0,0,0,0,0,0
20250101,555,6,5,1,1,256,1,1
20250101,556,8,0,0,0,0,0,0
20250101,557,18,0,0,0,0,0,0
20250101,561,10,0,0,0,0,0,0
20250101,562,8,0,0,0,0,0,0
20250101,564,7,0,0,0,0,0,0
20250101,565,9,0,0,0,0,0,0
20250101,567,17,0,0,0,0,0,0
20250101,572,3,0,0,0,0,0,0
20250101,574,1,0,0,0,0,0,0
20250101,576,12,0,0,0,0,0,0
20250101,577,17,0,0,0,0,0,0
20250101,580,13,0,0,0,0,0,0
20250101,581,6,3,0,1,134,0,1
20250101,582,11,0,0,0,0,0,0
20250101,583,7,4,0,1,178,0,0
20250101,584,6,0,0,0,0,0,0
20250101,587,3,4,0,1,200,0,0
20250101,588,9,6,0,1,91,0,1
20250101,591,4,0,0,0,0,0,0
20250101,592,6,0,0,0,0,0,0
20250101,599,1,0,0,0,0,0,0
20250101,601,7,0,0,0,0,0,0
20250101,602,11,0,0,0,0,0,0
20250101,603,6,0,0,0,0,0,0
20250101,605,1,0,0,0,0,0,0
20250101,607,1,0,0,0,0,0,0
20250101,617,13,0,0,0,0,0,0
20250101,618,11,0,0,0,0,0,0
20250101,619,1,0,0,0,0,0,0
20250101,621,19,0,0,0,0,0,0
20250101,622,7,7,1,1,317,1,0
20250101,626,13,0,0,0,0,0,0
20250101,629,1,0,0,0,0,0,0
20250101,631,4,0,0,0,0,0,0
20250101,632,6,0,0,0,0,0,0
20250101,633,6,0,0,0,0,0,0
20250101,635,12,0,0,0,0,0,0
20250101,636,7,0,0,0,0,0,0
20250101,637,1,0,0,0,0,0,0
20250101,638,3,0,0,0,0,0,0
20250101,644,15,0,0,0,0,0,0
20250101,645,15,0,0,0,0,0,0
20250101,649,5,2,0,1,213,0,0
20250101,656,4,0,0,0,0,0,0
20250101,658,5,0,0,0,0,0,0
20250101,659,17,0,0,0,0,0,0
20250101,660,1,0,0,0,0,0,0
20250101,662,9,0,0,0,0,0,0
20250101,665,16,3,0,1,180,0,1
20250101,667,3,3,0,1,226,0,1
20250101,669,7,0,0,0,0,0,0
20250101,671,13,0,0,0,0,0,0
20250101,674,7,0,0,0,0,0,0
20250101,675,20,0,0,0,0,0,0
20250101,676,15,0,0,0,0,0,0
20250101,678,11,2,0,1,203,0,0
20250101,682,20,5,0,1,214,0,0
20250101,687,11,6,1,1,191,1,0
20250101,689,13,0,0,0,0,0,0
20250101,690,2,0,0,0,0,0,0
20250101,691,6,2,0,1,236,0,0
20250101,692,16,0,0,0,0,0,0
20250101,693,9,0,0,0,0,0,0
20250101,694,9,0,0,0,0,0,0
20250101,701,4,5,3,1,449,3,0
20250101,703,4,0,0,0,0,0,0
20250101,705,20,4,0,1,224,0,0
20250101,709,1,0,0,0,0,0,0
20250101,713,11,3,0,1,172,0,1
20250101,716,3,0,0,0,0,0,0
20250101,717,4,0,0,0,0,0,0
20250101,718,5,0,0,0,0,0,0
20250101,719,5,0,0,0,0,0,0
20250101,720,7,0,0,0,0,0,0
20250101,729,16,0,0,0,0,0,0
20250101,730,15,0,0,0,0,0,0
20250101,731,10,4,0,1,76,0,1
20250101,733,4,0,0,0,0,0,0
20250101,736,4,0,0,0,0,0,0
20250101,737,5,0,0,0,0,0,0
20250101,739,9,0,0,0,0,0,0
20250101,740,6,0,0,0,0,0,0
20250101,741,1,0,0,0,0,0,0
20250101,748,3,0,0,0,0,0,0
20250101,754,6,0,0,0,0,0,0
20250101,755,16,0,0,0,0,0,0
20250101,761,3,0,0,0,0,0,0
20250101,762,8,0,0,0,0,0,0
20250101,766,9,0,0,0,0,0,0
20250101,770,11,0,0,0,0,0,0
20250101,775,15,0,0,0,0,0,0
20250101,777,1,0,0,0,0,0,0
20250101,779,9,0,0,0,0,0,0
20250101,782,14,2,0,1,222,0,0
20250101,785,1,5,1,1,357,1,0
20250101,787,7,0,0,0,0,0,0
20250101,790,3,0,0,0,0,0,0
20250101,794,10,5,0,1,165,0,1
20250101,795,1,0,0,0,0,0,0
20250101,797,11,0,0,0,0,0,0
20250101,801,15,0,0,0,0,0,0
20250101,803,8,0,0,0,0,0,0
20250101,804,10,0,0,0,0,0,0
20250101,806,5,0,0,0,0,0,0
20250101,809,15,0,0,0,0,0,0
20250101,812,11,2,1,1,218,0,1
20250101,813,1,0,0,0,0,0,0
20250101,818,20,0,0,0,0,0,0
20250101,819,3,0,0,0,0,0,0
20250101,822,7,7,1,1,219,1,0
20250101,823,13,3,2,1,251,1,2
20250101,825,1,0,0,0,0,0,0
20250101,828,14,1,0,1,104,0,0
20250101,839,4,0,0,0,0,0,0
20250101,841,3,3,1,1,298,1,0
20250101,844,2,0,0,0,0,0,0
20250101,846,5,0,0,0,0,0,0
20250101,848,2,0,0,0,0,0,0
20250102,4,5,2,0,1,60,0,0
20250102,6,7,0,0,0,0,0,0
20250102,10,10,4,0,1,155,0,0
20250102,12,5,0,0,0,0,0,0
20250102,14,1,0,0,0,0,0,0
20250102,16,1,0,0,0,0,0,0
20250102,18,6,4,0,1,233,0,0
20250102,19,5,3,0,1,80,0,1
20250102,23,2,0,0,0,0,0,0
20250102,28,17,0,0,0,0,0,0
20250102,29,2,0,0,0,0,0,0
20250102,30,10,0,0,0,0,0,0
20250102,32,10,0,0,0,0,0,0
20250102,33,3,0,0,0,0,0,0
20250102,37,7,2,0,1,160,0,0
20250102,41,13,3,0,1,126,0,0
20250102,42,5,0,0,0,0,0,0
20250102,50,9,0,0,0,0,0,0
20250102,53,16,4,1,1,243,1,0
20250102,54,10,3,0,1,224,0,0
20250102,55,4,3,0,1,118,0,0
20250102,56,16,0,0,0,0,0,0
20250102,57,1,0,0,0,0,0,0
20250102,59,1,0,0,0,0,0,0
20250102,60,13,0,0,0,0,0,0
20250102,61,10,0,0,0,0,0,0
20250102,67,17,0,0,0,0,0,0
20250102,74,6,0,0,0,0,0,0
20250102,77,3,0,0,0,0,0,0
20250102,79,3,0,0,0,0,0,0
20250102,82,16,0,0,0,0,0,0
20250102,89,1,0,0,0,0,0,0
20250102,93,14,0,0,0,0,0,0
20250102,94,1,0,0,0,0,0,0
20250102,95,14,0,0,0,0,0,0
20250102,98,1,0,0,0,0,0,0
20250102,102,14,2,0,1,172,0,0
20250102,105,8,0,0,0,0,0,0
20250102,107,20,0,0,0,0,0,0
20250102,108,10,0,0,0,0,0,0
20250102,111,8,0,0,0,0,0,0
20250102,112,6,0,0,0,0,0,0
20250102,119,2,0,0,0,0,0,0
20250102,127,2,2,0,1,75,0,1
20250102,132,3,2,0,1,144,0,0
20250102,134,18,4,0,1,204,0,0
20250102,140,6,0,0,0,0,0,0
20250102,141,13,3,0,1,115,0,0
20250102,142,7,0,0,0,0,0,0
20250102,143,2,0,0,0,0,0,0
20250102,145,16,5,0,1,206,0,0
20250102,147,17,3,0,1,236,0,0
20250102,148,2,0,0,0,0,0,0
20250102,150,1,0,0,0,0,0,0
20250102,153,10,0,0,0,0,0,0
20250102,155,10,0,0,0,0,0,0
20250102,158,14,0,0,0,0,0,0
20250102,160,7,0,0,0,0,0,0
20250102,162,15,0,0,0,0,0,0
20250102,164,3,0,0,0,0,0,0
20250102,165,9,0,0,0,0,0,0
20250102,167,3,0,0,0,0,0,0
20250102,171,5,3,0,1,174,0,0
20250102,184,13,2,0,1,224,0,1
20250102,185,2,0,0,0,0,0,0
20250102,188,6,0,0,0,0,0,0
20250102,191,2,0,0,0,0,0,0
20250102,195,6,0,0,0,0,0,0
20250102,199,3,0,0,0,0,0,0
20250102,203,5,0,0,0,0,0,0
20250102,204,1,0,0,0,0,0,0
20250102,207,15,0,0,0,0,0,0
20250102,208,7,3,0,1,138,0,0
20250102,215,2,4,0,1,72,0,0
20250102,217,10,2,0,1,87,0,0
20250102,218,8,0,0,0,0,0,0
20250102,220,1,4,0,1,140,0,0
20250102,221,19,3,0,1,98,0,0
20250102,222,14,0,0,0,0,0,0
20250102,226,4,0,0,0,0,0,0
20250102,227,16,0,0,0,0,0,0
20250102,236,9,0,0,0,0,0,0
20250102,237,16,0,0,0,0,0,0
20250102,239,20,0,0,0,0,0,0
20250102,240,5,4,0,1,89,0,0
20250102,241,10,0,0,0,0,0,0
20250102,243,3,3,0,1,104,0,0
20250102,246,12,0,0,0,0,0,0
20250102,248,9,0,0,0,0,0,0
20250102,251,7,0,0,0,0,0,0
20250102,252,7,0,0,0,0,0,0
20250102,257,2,2,1,1,351,1,2
20250102,259,5,0,0,0,0,0,0
20250102,267,7,0,0,0,0,0,0
20250102,269,9,0,0,0,0,0,0
20250102,271,14,0,0,0,0,0,0
20250102,272,11,6,0,1,135,0,0
20250102,273,1,0,0,0,0,0,0
20250102,274,2,0,0,0,0,0,0
20250102,275,8,0,0,0,0,0,0
20250102,277,2,0,0,0,0,0,0
20250102,279,6,0,0,0,0,0,0
20250102,280,10,0,0,0,0,0,0
20250102,281,12,0,0,0,0,0,0
20250102,283,6,3,0,1,158,0,1
20250102,286,1,0,0,0,0,0,0
20250102,292,7,0,0,0,0,0,0
20250102,299,3,4,1,1,273,1,0
20250102,302,2,0,0,0,0,0,0
20250102,308,7,0,0,0,0,0,0
20250102,309,4,2,0,1,224,0,1
20250102,311,9,5,2,1,285,1,1
20250102,312,10,7,1,1,158,1,0
20250102,314,17,0,0,0,0,0,0
20250102,315,1,0,0,0,0,0,0
20250102,317,3,4,0,1,106,0,0
20250102,323,14,0,0,0,0,0,0
20250102,325,7,0,0,0,0,0,0
20250102,326,1,5,0,1,234,0,0
20250102,330,7,0,0,0,0,0,0
20250102,339,3,0,0,0,0,0,0
20250102,340,3,0,0,0,0,0,0
20250102,341,5,0,0,0,0,0,0
20250102,344,17,0,0,0,0,0,0
20250102,348,7,0,0,0,0,0,0
20250102,349,17,0,0,0,0,0,0
20250102,350,13,0,0,0,0,0,0
20250102,353,1,0,0,0,0,0,0
20250102,354,7,0,0,0,0,0,0
20250102,356,16,3,0,1,225,0,0
20250102,362,6,0,0,0,0,0,0
20250102,365,7,3,1,1,176,1,0
20250102,367,14,4,1,1,275,1,0
20250102,368,5,0,0,0,0,0,0
20250102,369,4,0,0,0,0,0,0
20250102,370,13,3,1,1,487,1,1
20250102,371,13,0,0,0,0,0,0
20250102,372,1,0,0,0,0,0,0
20250102,375,1,6,0,1,86,0,0
20250102,377,9,0,0,0,0,0,0
20250102,378,3,6,0,1,123,0,0
20250102,379,1,0,0,0,0,0,0
20250102,380,15,0,0,0,0,0,0
20250102,381,14,0,0,0,0,0,0
20250102,383,13,3,1,1,328,1,1
20250102,388,5,1,0,1,161,0,1
20250102,392,6,0,0,0,0,0,0
20250102,393,1,2,1,1,173,1,1
20250102,395,3,0,0,0,0,0,0
20250102,399,9,0,0,0,0,0,0
20250102,405,1,4,1,1,117,1,1
20250102,407,2,5,2,1,589,2,0
20250102,408,9,0,0,0,0,0,0
20250102,414,15,0,0,0,0,0,0
20250102,419,9,0,0,0,0,0,0
20250102,422,3,0,0,0,0,0,0
20250102,423,2,0,0,0,0,0,0
20250102,427,11,3,1,1,226,1,0
20250102,428,14,0,0,0,0,0,0
20250102,429,13,0,0,0,0,0,0
20250102,432,3,0,0,0,0,0,0
20250102,434,3,3,0,1,215,0,0
20250102,435,3,0,0,0,0,0,0
20250102,440,10,3,0,1,116,0,1
20250102,441,3,3,0,1,200,0,0
20250102,442,14,4,0,1,61,0,0
20250102,445,11,0,0,0,0,0,0
20250102,447,3,5,1,1,307,1,0
20250102,450,15,0,0,0,0,0,0
20250102,453,10,0,0,0,0,0,0
20250102,455,1,2,0,1,121,0,0
20250102,456,19,0,0,0,0,0,0
20250102,459,19,0,0,0,0,0,0
20250102,461,10,0,0,0,0,0,0
20250102,463,11,0,0,0,0,0,0
20250102,464,5,0,0,0,0,0,0
20250102,468,13,6,0,1,96,0,0
20250102,472,3,5,1,1,227,1,0
20250102,473,13,0,0,0,0,0,0
20250102,474,4,0,0,0,0,0,0
20250102,479,1,0,0,0,0,0,0
20250102,480,3,0,0,0,0,0,0
20250102,481,2,0,0,0,0,0,0
20250102,483,7,0,0,0,0,0,0
20250102,484,5,5,0,1,143,0,0
20250102,485,6,3,0,1,139,0,0
20250102,487,4,0,0,0,0,0,0
20250102,489,5,0,0,0,0,0,0
20250102,490,6,3,1,1,314,1,0
20250102,491,6,0,0,0,0,0,0
20250102,495,2,0,0,0,0,0,0
20250102,496,2,0,0,0,0,0,0
20250102,499,11,0,0,0,0,0,0
20250102,501,1,0,0,0,0,0,0
20250102,502,2,0,0,0,0,0,0
20250102,507,1,0,0,0,0,0,0
20250102,508,6,2,0,1,157,0,0
20250102,509,5,0,0,0,0,0,0
20250102,511,1,0,0,0,0,0,0
20250102,512,16,3,0,1,171,0,0
20250102,513,5,0,0,0,0,0,0
20250102,515,11,0,0,0,0,0,0
20250102,516,15,0,0,0,0,0,0
20250102,520,16,0,0,0,0,0,0
20250102,522,16,0,0,0,0,0,0
20250102,525,8,0,0,0,0,0,0
20250102,527,2,3,0,1,134,0,0
20250102,528,15,0,0,0,0,0,0
20250102,534,17,0,0,0,0,0,0
20250102,535,2,0,0,0,0,0,0
20250102,536,9,0,0,0,0,0,0
20250102,537,11,0,0,0,0,0,0
20250102,538,1,0,0,0,0,0,0
20250102,544,11,5,2,1,250,1,1
20250102,550,4,0,0,0,0,0,0
20250102,551,15,3,0,1,173,0,0
20250102,552,5,0,0,0,0,0,0
20250102,555,6,6,1,1,141,1,0
20250102,556,8,4,0,1,187,0,0
20250102,557,18,0,0,0,0,0,0
20250102,561,10,3,2,1,740,2,1
20250102,562,8,0,0,0,0,0,0
20250102,564,7,0,0,0,0,0,0
20250102,565,9,0,0,0,0,0,0
20250102,567,17,0,0,0,0,0,0
20250102,572,3,4,0,1,150,0,0
20250102,574,1,1,0,1,165,0,0
20250102,576,12,5,0,1,99,0,1
20250102,577,17,0,0,0,0,0,0
20250102,580,13,0,0,0,0,0,0
20250102,581,6,0,0,0,0,0,0
20250102,582,11,0,0,0,0,0,0
20250102,583,7,0,0,0,0,0,0
20250102,584,6,0,0,0,0,0,0
20250102,587,3,0,0,0,0,0,0
20250102,588,9,4,1,1,265,1,0
20250102,591,4,0,0,0,0,0,0
20250102,592,6,0,0,0,0,0,0
20250102,599,1,0,0,0,0,0,0
20250102,601,7,0,0,0,0,0,0
20250102,602,11,0,0,0,0,0,0
20250102,603,6,0,0,0,0,0,0
20250102,605,1,0,0,0,0,0,0
20250102,607,1,0,0,0,0,0,0
20250102,617,13,0,0,0,0,0,0
20250102,618,11,0,0,0,0,0,0
20250102,619,1,0,0,0,0,0,0
20250102,621,19,0,0,0,0,0,0
20250102,622,7,0,0,0,0,0,0
20250102,626,13,0,0,0,0,0,0
20250102,629,1,0,0,0,0,0,0
20250102,631,4,0,0,0,0,0,0
20250102,632,6,0,0,0,0,0,0
20250102,633,6,0,0,0,0,0,0
20250102,635,12,0,0,0,0,0,0
20250102,636,7,2,0,1,239,0,0
20250102,637,1,2,0,1,211,0,0
20250102,638,3,4,0,1,63,0,1
20250102,644,15,0,0,0,0,0,0
20250102,645,15,0,0,0,0,0,0
20250102,649,5,1,0,1,213,0,0
20250102,656,4,0,0,0,0,0,0
20250102,658,5,0,0,0,0,0,0
20250102,659,17,0,0,0,0,0,0
20250102,660,1,1,0,1,148,0,0
20250102,662,9,2,1,1,300,1,0
20250102,665,16,3,1,1,332,1,0
20250102,667,3,3,0,1,106,0,0
20250102,669,7,0,0,0,0,0,0
20250102,671,13,0,0,0,0,0,0
20250102,674,7,4,0,1,91,0,1
20250102,675,20,6,0,1,181,0,1
20250102,676,15,0,0,0,0,0,0
20250102,678,11,1,0,1,233,0,0
20250102,682,20,5,2,1,509,2,0
20250102,687,11,6,0,1,233,0,1
20250102,689,13,2,0,1,100,0,0
20250102,690,2,0,0,0,0,0,0
20250102,691,6,3,0,1,139,0,0
20250102,692,16,0,0,0,0,0,0
20250102,693,9,0,0,0,0,0,0
20250102,694,9,0,0,0,0,0,0
20250102,701,4,0,0,0,0,0,0
20250102,703,4,0,0,0,0,0,0
20250102,705,20,0,0,0,0,0,0
20250102,709,1,1,0,1,102,0,0
20250102,713,11,3,0,1,181,0,0
20250102,716,3,0,0,0,0,0,0
20250102,717,4,4,0,1,227,0,2
20250102,718,5,0,0,0,0,0,0
20250102,719,5,0,0,0,0,0,0
20250102,720,7,0,0,0,0,0,0
20250102,729,16,0,0,0,0,0,0
20250102,730,15,0,0,0,0,0,0
20250102,731,10,0,0,0,0,0,0
20250102,733,4,0,0,0,0,0,0
20250102,736,4,0,0,0,0,0,0
20250102,737,5,0,0,0,0,0,0
20250102,739,9,0,0,0,0,0,0
20250102,740,6,0,0,0,0,0,0
20250102,741,1,0,0,0,0,0,0
20250102,748,3,0,0,0,0,0,0
20250102,754,6,0,0,0,0,0,0
20250102,755,16,0,0,0,0,0,0
20250102,761,3,0,0,0,0,0,0
20250102,762,8,0,0,0,0,0,0
20250102,766,9,3,0,1,138,0,1
20250102,770,11,0,0,0,0,0,0
20250102,775,15,3,0,1,90,0,1
20250102,777,1,0,0,0,0,0,0
20250102,779,9,0,0,0,0,0,0
20250102,782,14,2,0,1,135,0,0
20250102,785,1,0,0,0,0,0,0
20250102,787,7,0,0,0,0,0,0
20250102,790,3,0,0,0,0,0,0
20250102,794,10,7,1,1,303,1,0
20250102,795,1,0,0,0,0,0,0
20250102,797,11,0,0,0,0,0,0
20250102,801,15,0,0,0,0,0,0
20250102,803,8,0,0,0,0,0,0
20250102,804,10,0,0,0,0,0,0
20250102,806,5,0,0,0,0,0,0
20250102,809,15,0,0,0,0,0,0
20250102,812,11,2,0,1,71,0,3
20250102,813,1,0,0,0,0,0,0
20250102,818,20,0,0,0,0,0,0
20250102,819,3,0,0,0,0,0,0
20250102,822,7,7,0,1,90,0,0
20250102,823,13,5,1,1,234,1,0
20250102,825,1,0,0,0,0,0,0
20250102,828,14,1,0,1,128,0,0
20250102,839,4,0,0,0,0,0,0
20250102,841,3,0,0,0,0,0,0
20250102,844,2,1,0,1,116,0,0
20250102,846,5,0,0,0,0,0,0
20250102,848,2,4,1,1,188,1,1
20250103,4,5,3,0,1,148,0,0
20250103,6,7,0,0,0,0,0,0
20250103,10,10,0,0,0,0,0,0
20250103,12,5,0,0,0,0,0,0
20250103,14,1,0,0,0,0,0,0
20250103,16,1,5,1,1,251,1,0
20250103,18,6,0,0,0,0,0,0
20250103,19,5,4,0,1,164,0,0
20250103,23,2,0,0,0,0,0,0
20250103,28,17,5,0,1,104,0,1
20250103,29,2,3,0,1,136,0,1
20250103,30,10,0,0,0,0,0,0
20250103,32,10,3,1,1,440,1,0
20250103,33,3,0,0,0,0,0,0
20250103,37,7,0,0,0,0,0,0
20250103,41,13,3,0,1,189,0,1
20250103,42,5,0,0,0,0,0,0
20250103,50,9,3,0,1,68,0,1
20250103,53,16,7,0,1,103,0,0
20250103,54,10,0,0,0,0,0,0
20250103,55,4,0,0,0,0,0,0
